Title,Date,URL,Content,Category,Sentiment,full_text,model_output,tag,sentiment
PM welcomes planned VONC,25/08/2024,https://tvwan.com.pg/news/1177,,,,"Prime Minister James Marape today welcomed the Opposition's planned no-confidence vote against his government, urging them to properly fill out the vote-of-no-confidence form before submitting it to the Parliamentary Private Business Committee (PBC).
“We welcome the challenge by the Opposition. Our Constitution provides for a vote of no confidence, and the Opposition is welcome to move one. The prime ministership is not my birthright,” Prime Minister Marape said.
Prime Minister Marape in a press conference held this morning further highlighted the importance of the upcoming parliamentary proceedings, noting that Members of Parliament will assess the leadership abilities of potential alternate prime ministers when the time comes.
“Section 145 provides for the Opposition to move a vote-of-no-confidence, however, I urge them to get it right this time and not repeat the mistake of not properly filling out the vote-of-no-confidence form as they have done five times already,” Prime Minister Marape stated.
The Opposition has been urged to ensure that the form is correctly completed by September 3, citing the significance of upcoming national events such as the Pope’s visit on September 6 and the independence celebrations on September 16.
He also mentioned the planned parliamentary tribute to the late Central Bougainville MP, Simon Dumarinu, on September 3.
“Parliament is sitting for two weeks, so I urge the Opposition to fill in the vote-of-no-confidence form properly this time. The PBC sits on Wednesdays, so fill in the form properly before 4:06 pm on Tuesday, September 3. On Thursday, it goes on notice, and we come back the following Thursday and deal with it.”
Prime Minister Marape reiterated that the government is not avoiding votes-of-no-confidence and welcomes it.","Politics, Trust",Politics,Trust
PM welcomes Kramer back to govt,23/08/2024,https://tvwan.com.pg/news/1165,,,,"Prime Minister James Marape after receiving the news of Bryan Kramer’s reinstatement yesterday welcomed him back to the Government, commending him for his resilience.
“I congratulate the Honorable Bryan Kramer on this success, and we welcome him back to Government.
“I commend his maturity and resilience. Without protesting publicly and no matter how long it has taken, he has deployed the use of our country’s courts to exercise his Constitutional rights.
“The Honourable Kramer represents a class of politicians who fight for what they believe is right. They are not in politics for the love of money or fame but there to do what is right for their people.
“I am blessed to have him in my coalition among members who share this same view.
“Since we assembled in 2019, the majority of us have remained together, united in our common cause to serve our people. Kramer is one of these leaders. “I am glad he is back. I welcome him and will be supporting him in his role as Member for Madang and whatever other role Government gives him,” said PM Marape.
The Waigani National Court yesterday ruled in favour of Kramer’s application to stay the suspension and dismissal from office, while reinstating him as the Member for Madang Open until a judicial review proceeding challenging the dismissal is fully heard.","Politics, Trust",Politics,Trust
Tomuriesa welcomes Haiveta to Opposition,19/08/2024,https://tvwan.com.pg/news/1097,,,,"Leader of the Opposition, Douglas Tomuriesa has commended the decision by Gulf Provincial Member, Sir Chris Haiveta to join the Opposition.
Tomuriesa said the decision is respectable given the connections Sir Chris has with PANGU Pati but demonstrates that political affiliations must never be at the sacrifice of national wellbeing.
“On behalf of the Opposition, I welcome Sir Chris to the Opposition and acknowledge his commitment to supporting a greater cause to collectively save this country,” Tomuriesa said.
“Sir Chris brings a wealth of experience, knowledge and capability to the Opposition, and we look forward to consulting him in the coming weeks before Parliament.
“It is never an easy decision for a member of parliament to switch their political affiliations, and Sir Chris is a testament to that.
“With a respectable position as a senior PANGU leader and a senior governor in government, Sir Chris had much to consider before making his decision.”
Meantime, Prime Minister Marape in an official statement emphasized that Sir Chris along with other leaders, has the constitutional freedom to change political affiliations; and that he welcomes such decisions.","Politics, Trust",Politics,Trust
Marape acknowledges Haiveta’s move,19/08/2024,https://tvwan.com.pg/news/1093,,,,"Prime Minister James Marape has acknowledged the decision of Gulf Provincial MP, Sir Chris Haiveta to leave the Government and join the Opposition, affirming Sir Chris’s right to make independent decisions.
Sir Chris officially announced his move over to the Opposition in a press conference held on Sunday 18th of August.
In acknowledging the move, Prime Minister Marape in a statement said every leader, including Sir Chris, is entitled to his or her own opinions and decisions.
“I have no issue with him announcing today that he is leaving Government and joining Opposition,” Prime Minister Marape stated.
“He is a veteran of Papua New Guinea politics, including the last five years, where we have tried to manage the economy in very trying circumstances. We have tried our best to share resources equally to all parts of the country, including Sir Chris’ Gulf, as he knows only too well,” Prime Minister Marape said.
However, the Prime Minister also urged Sir Chris to be forthright about his reasons for joining the Opposition amidst the current political environment.
“Everyone knows the vote-of-no-confidence is on, so he should get real, and tell us the real reasons why he is leaving Government and joining Opposition rather than hiding behind the camouflage of equal distribution of resources,” Marape remarked.
Prime Minister Marape emphasised that Sir Chris, along with other leaders, has the constitutional freedom to change political affiliations and that he welcomes such decisions.
“Sir Chris is free, by virtue of Section 50 of the Constitution, to move around. He, and all leaders who don’t like my style of leadership, are free to do so.
“Sir Chris is also a member of the Private Business Committee and I urge him, and Opposition MPs, not to make mistake after mistake as they have been doing five times this year when they filed for VONC.”
The Prime Minister further clarified the procedural expectations for the Opposition MPs.
“Fill in the form properly, bring it to Parliament, and Sir Chris is on the Private Business Committee to witness compliance to Standing Order requirements. If all things are done properly, we can then test numbers on the floor of Parliament,” he said.
Despite the current political developments, Prime Minister Marape expressed confidence in the support of the majority of the PANGU Pati MPs.
“Most MPs are not stupid and carefully watching all this ‘Alternate Prime Minister’ game being played by the Opposition,” he observed.
The Prime Minister also noted that Sir Chris was not originally part of the PANGU team that formed the Government in 2019 and suggested that his departure makes no difference.
“That said, Sir Chris was never a part of the Pangu team that formed Government in 2019, being a one-man party until we reined him in just before the 2022 National General Election.
“If he does not find comfort in my leadership, he should leave, and the PANGU caucus will decide his membership with the Party,” Marape said.","Politics, Trust",Politics,Trust
Court dismisses Opposition’s application,06/08/2024,https://tvwan.com.pg/news/937,,,,"The five-men bench consisting Chief Justice Sir Gibbs Salika, Justice Gavara Nanu, Justice Derek Hartshorn, Justice Panuel Mogish and Justice David Cannings, ruled in favor of the second intervener, the Attorney General and dismissed the application by the Opposition seeking declaration and orders of interpretation on the motion of no confidence in the prime minister.
The applicant argued that the actions of the parliament were in breach of ss 111 (right to introduce bills etc), 135 (questions as to membership etc) and 145 (motions of no confidence) of the Constitution and that the Court should order under s 155(4) of the Constitution the Clerk of the Parliament to place the notice of motion of no confidence as the first term of business on the next sitting day of the Parliament and the Speaker to recall the Parliament within seven days for the motion of no confidence to be voted upon.
Speaker of Parliament, Job Pomat and the Attorney-General, Pila Niningi were granted leave on June 18, 2024 to join the proceedings as first and second intervener respectively.
The second intervener on June 26, 2024 filed a notice of objection to competency of the application and on July 25, 2024 filed an amended notice of objection to competency of the application. The court heard the argument on the amended notice of objection to competency of the application and ruled that:
1.	the application is non-compliant with Order 4, rules 1, 3 and form 1 of the Supreme Court Rules as it does not request a proper interpretation of any Constitutional Law;
2.	the application seeks interpretations of the Standing Orders of the National Parliament, which are not Constitutional Laws;
3.	the application fails to plead material facts;
4.	the application is an exercise in futility as the primary decision it seeks to impugn is the decision of the Private Business Committee of the Parliament to reject the notice of motion of no confidence that was submitted on May 29, 2024, which decision has been superseded by other events;
5.	the application is based on alleged breaches of the Standing Orders by the Private Business Committee and the Parliament, but such alleged breaches are non-justiciable under s 134 of the Constitution;
6.	the application pleads factual matters when it only is required to plead the proper interpretation and application of provisions of the Constitutional Laws; and
7.	the application ignores the fact that the Private Business Committee's decision to reject the notice of motion was superseded by a decision of the Speaker to overrule the Committee's decision and the fact that the Parliament decided to overrule the Speaker's decision and did so in the absence of the Opposition members of the Parliament, led by the applicant, who walked out of the chamber and denied themselves the opportunity of debating the matters before the Parliament.
The court found no substance in five of the ground of objection but upheld two of the ground of objections 2 and 5.
The Chief Justice, when reading out the ruling, said the court is satisfied and has no jurisdiction to entertain the application and the objection to competency is upheld while the entire proceedings will be dismissed.","Politics, Trust",Politics,Trust
Supreme Court to Decide on Date of Substantive Matter,29/07/2024,https://tvwan.com.pg/news/818,,,,"A five-man Supreme Court Bench will give its decision on the application by Attorney-General Pila Niningi to set aside orders for the Opposition’s substantive hearing for August 1, 2024.
Mr Niningi, who is the first intervener in the matter, will await the decision of his application which will be handed down on Wednesday, July 31, 2024.
The application seeks to set aside the orders of Justice Derek Hartshorn, who whilst presiding as a single judge on July 19 ordered that the full hearing for substantive arguments would take place on August 1.
The Supreme Court today having heard arguments from both sides, has reserved its decision for this Wednesday.
This is to determine whether to set aside the decision of Judge Hartshorn to have the substantive matter heard on August 1 or not.
The application filed by Attorney General's lawyers aims to set aside the orders set for August 1, and vacate the hearing of the substantive application on that day, arguing for the orders to be set aside.
However, the Opposition’s lawyer objected the application, arguing that there are no good reasons, and the hearing should proceed.
Meantime, Deputy Opposition Leader and Chuave MP James Nomane reiterated that the Opposition remains committed to the case, and looked forward to the outcome ahead.
Mr Nomane challenged the Prime Minister and the government to stop the delay tactics and deal with the vote of no confidence head on.
""If you claim that you have the numbers, if you are confident that you're doing the right thing, by the country, then why are we playing all these games, and why are we even in court? Test your numbers,"" Mr Nomane said.
Mr Nomane was accompanied by Lagaip MP Aimos Akem, Goilala MP Casmiro Aia, Middly Fly MP Maso Hewabi, and Karimui-Nomane MP Francis Alua.","Politics, Anticipation",Politics,Anticipation
ENB welcomes LLG election deferral,20/07/2024,https://tvwan.com.pg/news/702,,,,"The East New Britain provincial election manager has welcomed the deferral of the 2024 Local Level Government Elections.
Provincial election manager, Joap Voivoi, confirmed that the LLG elections have been moved from this month to September, due to the current 2024 National Census being conducted.
He outlined that public servants involved in the population count will also support the LLG elections.
Logistics, funding and other operational challenges have also resulted in the decision to defer the LLG elections, as per the announcement by the Minister for Provincial and Local Level Government Affairs, Soroi Eoe.
Voivoi said while that is the case, preparations for the elections in the province are proceeding as scheduled.
Training for polling and counting officials will be done in October, given the new dates, and while nomination training was rolled out this week, there would be a refresher just before the issue of writs in September.
“We will have to re-do our polling schedules, due to the changes in the dates of the elections. The deferral will also give us time to properly prepare our logistics and recruitment of polling and counting officials. We also have the ward roll enrolment data processing to be completed.”
Voivoi said after data processing, preliminary ward rolls would be sent out to wards and LLGs for verification of the names of eligible voters.
He has assured that the province is prepared to conduct the LLG elections this year, with an estimated budget of K5 million.
The revised dates for the LLG elections are:
•	Issue of Writs is on September 26
•	Nomination period runs from September 26th to the 3rd of October
•	Campaign period is from September 26 to the 22nd of November
•	Polling begins on the 23rd of November and ends on the 6th of December
•	Counting should commence on the 7th of December and end on 26th of December this year.
•	Return of writs is on the 27th of December","Politics, Trust",Politics,Trust
Full bench to deliberate on VONC case in August,19/07/2024,https://tvwan.com.pg/news/699,,,,"The Supreme Court has ruled for an expedite proceeding into the Opposition’s Vote of No Confidence special reference today in Port Moresby.
When making his ruling, presiding judge, Justice Derek Hartshorn sitting as a single judge ruled that a full hearing will be heard on August 1st, 2024 to hear any preliminary applications as well as the arguments regarding the substantive application.
Hartshorn ordered that all parties must submit all relevant documents relating to the substantive matter by or before July 26th 2024.
This includes any application by the intervenors the Attorney General and the Speaker of Parliament to dismiss the application or objection to competency.
Speaking on behalf of the opposition members outside of court, the MP for Sinasina Yongomugl, Kerenga Kua said the decision by the court is very important considering the nature of their case.
“We feel that it is important that we reach a judgment before or at least before Parliament resumes in the first week of September.
“The directions that are given by the judge are in relation to our objective that we as the applicant in the proceedings have which is to gather final judgment before parliament resumes in the first week of September.
“We are fortunate that the utility and the integrity of the proceedings are preserved and advanced by today's ruling and we are happy with that outcome,” Kua added.","Politics, Anticipation",Politics,Anticipation
France celebrates National Day in Port Moresby,18/07/2024,https://tvwan.com.pg/news/679,,,,"The French Embassy in Papua New Guinea commemorated Bastille Day to mark France's National Day on July 14.
French Ambassador to Papua New Guinea, HE Guillaume Lemoine, together with his wife Olivia, presided over the event attended by dignitaries including German Minister of State at the Federal Foreign Office Katja Keul and acting Prime Minister John Rosso representing the Government of Papua New Guinea.
Reflecting on the past year, Ambassador Lemoine highlighted significant milestones in the Franco-PNG relations. He recalled the historic visit of French President Emmanuel Macron to Papua New Guinea a year ago, emphasizing the symbolic walk with Prime Minister Marape in Varirata Park, which underscored a profound moment in bilateral relations. In return, Prime Minister Marape's visit to Paris further strengthened ties, marked notably by official meetings and attendance at the Rugby World Cup.
""The frequent meetings between President Macron and Prime Minister Marape—five times in less than 13 months between the APEC Summit of Bangkok in November 2022 and the COP in Dubai last December—underscore the deepening relationship between our nations,"" Ambassador Lemoine remarked.
""It shows how France values the relation with Papua New Guinea. It shows how Papua New Guinea values France as a global player and a nation of the Pacific.""
Economically, Ambassador Lemoine acknowledged the progress of the Papua LNG project led by TotalEnergies, supported by the PNG government. He also highlighted Air Niugini's initiative to refleet with 11 Airbus A220 aircraft, enhancing Papua New Guinea's air transport capabilities. French companies operating in PNG, TotalEnergies, Airbus, Easy Skill, AcquaTerra Food, Vinci, CMA-CGM, and Dassault Aviation, were recognized for their dynamic contributions and sponsorship of the Bastille Day event.
In the realm of development, Ambassador Lemoine recalled the launch of a Country Package for PNG, dedicated to the conservation and protection of forests, nature and climate with a pledge of at least 100 million USD, composed by funds and projects, in particular for the benefit of the local communities. He thanks Papua New Guinea's proactive engagement positions, describing PNG as a “one of the most advanced of this innovative model of partnership,” with potential funding pledges to be announced at the next COP in a couple of months, in Cali or in Baku.
Finally, French Ambassador highlighted the recent establishment of the French Development Agency (AFD)’s office in Port Moresby under the leadership of Benoit Chassatte. This opening will further strengthen bilateral ties, enabling the development of new projects. Military cooperation between France and Papua New Guinea has also seen significant enhancements, exemplifying mutual commitment to regional security.
Looking forward, Ambassador Lemoine expressed optimism about the future of Franco-PNG relations.
""Of course, the bilateral relation between France and PNG will continue to improve on different areas of cooperation, also thanks to the increase in the staff of the embassy,"" he affirmed.
Looking ahead, Ambassador mentioned the upcoming Paris 2024 Olympics and Paralympics Games, the biggest event France ever organised.
“During this period, we expect the values of our national motto Liberty, Equality, Fraternity to extend with the Olympic ones, Excellence, Respect and Friendship. We hope that the Olympic spirit will spread on and off the field of play, to inspire athletes and spectators alike, but not only, also among the whole world.”
He wished ‘Bon voyage’ (safe travel) to Team PNG and invited the audience to watch the opening ceremony next Saturday morning.
“This will be very early, but this will be an amazing show.”
Ambassador Guillaume Lemoine also announced his upcoming departure, marking the end of his adventure in Papua New Guinea. Reflecting on his time in the country, he expressed pride in the achievements made during his tenure and gratitude for the strong bilateral relationship that has developed.
He stated, ""I am happy and proud of the work that has been accomplished since I arrived.""
The Embassy of France in Papua New Guinea states that they remain committed to fostering friendship, collaboration, and solidarity between the two nations. As both countries continue to march forward, the shared values and aspirations are expected to pave the way for a bright future.","Diplomacy, Joy",Diplomacy,Joy
Marape acknowledges Indon relationship,16/07/2024,https://tvwan.com.pg/news/654,,,,"Prime Minister James Marape has commended the President of Indonesia Joko Widodo, for the strong bilateral relations between PNG and Indonesia during the 3rd Papua New Guinea-Indonesia Leaders’ dialogue held at the Bogor Presidential Palace in Jakarta, Indonesia.
According to PM Marape, the PNG-Indonesia relations has not only focused on border relations but diversified over the last three years shifting focus to business, trade, investment, agriculture, economic infrastructure development, information communication and technology and energy.
“The Annual Leaders’ dialogue has been an effective mechanism to coordinate and measure progress of the existing bilateral relations that continues to foster business, trade and commerce and socioeconomic development riding on Indonesia’s positive economic growth and PNG’s potential to harness and trade its vast renewable and non-renewable resources,” said Marape.
As per the police reforms in both countries to strengthen the business-to-business and people-to-people relations, Indonesia and PNG haves now officially signed four Memorandum of Understanding to progress these areas further.
The four MoUs formalized are:
•	MoU on Cross Boarder Movement for Commercial Buses and Coaches
•	MoU on Cross Border Transport of Goods by Motor Vehicles
•	MoU on Corporation in the Field of Education; and
•	Renewed MoU on Corporation in the Field of Health
The first PNG-Indonesia Leaders’ Dialogue was initiated in Jakarta in 2022. Papua New Guinea then hosted the second PNG-Indonesia Leaders’ Dialogue in Port Moresby last year and now, the third Leaders’ Dialogue has been brought back to Indonesia.
Prime Minister Marape thanked President Widodo for his collaborative efforts for continuing to foster relations with PNG, as he (Indonesia President Widodo) will be preparing to hand over the reign of his presidency of the Republic of Indonesia to his successor H.E Prabowo Subianto.","Politics, Trust",Politics,Trust
PALM10 underway in Japan,16/07/2024,https://tvwan.com.pg/news/653,,,,"Prime Minister James Marape is among other Pacific Island leaders who arrived in Tokyo, Japan, for the 10th Pacific Islands Leaders Meeting (PALM10).
The PALM10 began today, Tuesday 16 July 2024, with bilateral meetings and continues with the summit proper on Wednesday 17 July 2024 and Thursday 18 July 2024 before closing that evening.
Marape arrived at Henada Airport this morning, 6.20am (local time), accompanied by his wife, Rachael Marape; Minister for Foreign Affairs, Justin Tkatchenko; and other government officials.
The Prime Minister then proceeded straight to the National Diet (Japanese National Parliament) for a group photograph session with other leaders of Pacific Island countries before PM Marape attended several bilateral and group meetings.
In the latter part of the day, he called Prime Minister Fumio Kishida at the State Building as a prelude to the main PALM10 summit.
At the bilateral meeting, PM Marape first thanked his Japanese counterpart for Japan’s immediate support to the Mulitaka landslide disaster relief before reaffirming Papua New Guinea’s commitment to its bilateral relations with Japan.
He said, “Japan continues to remain a true friend of Papua New Guinea both in good times and bad times. The assistance Japan has given worth over K3 million to assist our people affected by the landslide in Enga Province is timely and highly appreciated.
“Japan has always been with us and continues to honour its commitment to our people. Our trade and bilateral relations continue to grow every year, and we value Japan’s support in funding major transport and communications infrastructure in PNG.
“The people and government of my country truly value Japan’s support to us since 1975 when we established our diplomatic relations as our country became independent.
“Our relationship has become stronger over the 49 years of its existence, and as PNG turns 50 in 2025, our relation will also turn 50 years old,” said Prime Minister Marape as he extended a verbal invitation to the Japanese Prime Minister to visit PNG in September 2025 to join in the country’s 50th-anniversary celebrations.
Leaders from PIF member countries have started arriving on Sunday 14 July and – either in bilateral or as a collective with Japan – are discussing common issues on trade, security, climate change, disaster response and related bilateral and multilateral matters.
A welcome reception for the leaders hosted by Japanese Chief Cabinet Secretary Yoshimasa Hayashi ends the first day on Tuesday.
Wednesday’s program covers the summit and a banquet at the Akasaka Imperial Palace which will be hosted by the Japanese Prime Minister and his spouse for the Pacific family of nations.
PM Marape’s official delegation includes Minister for Agriculture, John Boito; Minister for Fisheries, Jelta Wong; Vice Minister for State-owned Enterprises, Raphael Tonpi; and Chief Secretary to Government, Ivan Pomaleu.","Politics, Trust",Politics,Trust
Positive economic outlook for PNG: IMF,15/07/2024,https://tvwan.com.pg/news/640,,,,"Prime Minister James Marape has welcomed an International Monetary Fund (IMF) report indicating that Papua New Guinea’s economic outlook remains positive.
The IMF report, released recently, forecasts that growth is expected to increase to 4.6 percent in 2024 from 2.9 percent in 2023.
This growth is supported by the resumption of activities at the Porgera gold mine and favorable commodity prices.
The report also noted that inflation is expected to normalise towards its historical average of around 5 percent.
Additionally, Papua New Guinea’s gross international reserves stood comfortably at US$3.9 billion at the end of 2023, or 6.6 months of total imports, providing space to continue implementing central banking reforms.
“There are more than enough positive messages on our economic path forward,” Prime Minister Marape said.
“Whilst we are not there yet, and still have a lot more work to do, at least our fiscal consolidation is noted and the IMF works with our plan, not imposing on us.
“We have not factored projects like Wafi-Golpu, Papua LNG, Pasca LNG, P’nyang, and PNG LNG post-2026 into our economic recovery model. Remember, our policy is to get above 55 percent in total economic value of all these projects put together.”
Prime Minister Marape emphasised that the economic situation is not as dire as critics portray.
“Our Treasurer, Ian Ling-Stuckey, under our government, has a clear sight of debt reduction to zero by 2033, and a stronger K200-billion plus economy.
“We can talk about anything and everything, but if our economy is not big and strong, we will not have money to do the job. I urge our people to read professional reports done by professionals rather than the rantings of unqualified people on social media.”","Business, Trust",Business,Trust
IMF completes Second review of PNG’s fund support program,15/07/2024,https://tvwan.com.pg/news/637,,,,"The Executive Board of the International Monetary Fund (IMF) has completed the Second Reviews of Papua New Guinea’s Fund-supported program last Friday.
The 38-month Extended Credit Facility and Extended Fund Facility (ECF/EFF) arrangements, approved on March 22, 2023, support the authorities’ reforms to address long-standing structural impediments to inclusive growth.
This review completion allows for the immediate disbursement of SDR 94.75 million (about US$125 million or K482m) toward budget support, bringing total disbursements under the program so far to SDR 226 million (about US$299 million or K1.15b).
Papua New Guinea’s economic outlook remains positive. Growth is expected to increase in 2024 to 4.6 percent from 2.9 percent in 2023, supported by the resumption of activities at the Porgera gold mine and by favorable commodity prices.
Inflation is expected to normalize towards its historical average of around 5 percent.
Gross international reserves stood comfortably at US$ 3.9 bn at end-2023, or 6.6 months of total imports, providing space to continue implementing central banking reforms.
In completing the review, the Executive Board also approved a waiver of applicability for three end-June 2024 performance criteria, for which data are not yet available.
The medium-term outlook is positive but subject to risks. On the upside the start of the construction of major resource projects, which are not yet in the baseline scenario, could yield additional economic growth in the medium run, as well as gains in exports and fiscal revenues once they are operational.
On the downside, Papua New Guinea is vulnerable to both domestic and external shocks, exacerbated by public debt, FX shortages, and capacity constraints that impact the government’s ability to formulate and implement economic stabilization and development policies.
Papua New Guinea is also vulnerable to the consequences of climate change and particularly exposed to severe climate-related disasters.
Program performance has been satisfactory, with the authorities displaying a continued commitment to reforms. All end-December 2023 quantitative performance criteria and indicative targets were met, and most structural benchmarks have been implemented.","Business, Trust",Business,Trust
Dialogue underway in Jakarta,15/07/2024,https://tvwan.com.pg/news/636,,,,"Prime Minister James Marape is currently in the Republic of Indonesia for the 3rd PNG-Indonesia Annual Leaders’ Dialogue from 13th - 15th July 2024.
Prime Minister Marape addressed the PNG-Indonesia Business Forum on Sunday, 14th July 2024, and will meet with the Republic of Indonesia’s President-Elect and Minister for Defense, His Excellency Prabowo Subianto, who will be inaugurated in October this year.
During the 3rd Annual Leaders’ Dialogue, four MoUs will be formalized in the areas of Transport, Education, and Health.
The MoUs to be formalized are as follows:
- MoU on Cross Border Movement for Commercial Buses and Coaches;
- MoU on Cross Border Transport of Goods by Motor Vehicles;
- MoU on Cooperation in the Field of Education; and
- Renewed MoU on Cooperation in the Field of Health.
The Minister for Transport and Civil Aviation, Walter Schnaubelt, will sign the first two MoUs on Cross Border Transport, while the Minister for Health, Dr Lino Tom, and Minister for Education, Lucas Dekena, will conclude Health and Education cooperation arrangements.
Bilateral relations between Indonesia and PNG have been elevated since the commencement of these Annual Leaders’ Dialogues in 2022, with the focus shifting from border relations to increased business, trade and investment, economic infrastructure development, agriculture, and cultural exchanges.
“There has been increased focus on trade and commerce between our two countries, so that our produce can find markets in Indonesia, and Indonesian products can find markets in PNG,” Marape said.
“Indonesia has a huge population of more than 270 million people, the fourth-largest in the world, and need food, energy, and other produce.
“They are the biggest consumer of beef in the world. My focus has been on the export of agricultural produce to Asia, including Indonesia, given their huge population.
“That is why I am taking with me Livestock Minister Seki Agisa, Oil Palm Minister Francis Maneke, International Trade and Investment Minister Richard Maru, and Foreign Affairs Minister Justin Tkatchenko to this important meeting.
""I highly value the Annual Leaders’ Dialogue with our nearest neighbor as it serves as a mechanism to effectively coordinate and measure progress of our existing bilateral relations with Indonesia, and I refer to President Widodo’s description that, 'You can choose your friend but not your partner’.”
From Indonesia, Prime Minister Marape heads to Japan for the Pacific Islands Leaders’ Meeting (PALM) Summit from 16th - 18th July 2024.
This summit, between Japanese Prime Minister Fumio Kishida and Pacific Island Forum Country Leaders, will discuss the Japanese Government’s ongoing socioeconomic development assistance package to the Pacific, including climate change and environmental funding, resilience, adaptation, and mitigation issues.","Politics, Anticipation",Politics,Anticipation
New Ministers sworn in,09/07/2024,https://tvwan.com.pg/news/530,,,,"Vanimo-Green MP Belden Namah is one of five new state ministers that were sworn in this afternoon at the Government House in Port Moresby.
Namah is the Minister for Culture and Tourism/Border Security, the other four ministers are;
1. Unggai-Bena MP Kinoka Feo (Higher Education)
2. Wapenamanda MP Miki Kaeok (Finance)
3. Tewai-Siassi's Dr. Kobby Bomareo (Housing)
4. Kerema MP Thomas Opa (Energy) and caretaker Minister for Petroleum
The new appointments fill in the vacancies left by former government MPs who had defected to the Opposition in May.","Politics, Trust",Politics,Trust
Supreme Court hears VONC,29/06/2024,https://tvwan.com.pg/news/362,,,,"The Waigani Supreme Court has ordered the Speakers of Parliament Job Pomat and Attorney General Pila Niningi to file a submission to intervene in the Supreme Court reference filed by the Opposition on Monday, June 10th.
When hearing the matter today, the Presiding Judge Justice Derek Hartshorn ordered the Speaker and the Attorney General to submit their application by Friday 14th of June 2024.
Hartshorn adjourned the matter to June 18th for a hearing.
The lawyer representing the Opposition, Philip Tabuchi said because the Speaker and the Attorney General were named as interested parties to the reference, the Court has ordered them to file and serve the replications to intervene in the case.
“The Speaker and the Attorney General are not automatic parties they have to file to justify why they should be joined to the case.
“These are just basic standard procedural matters that the court has turned its mind to in this case,” Tabuchi said.
Meanwhile, the opposition is seeking an interpretation of the Speaker’s decision on the motion of a Vote of No Confidence.
Among the reliefs that they are seeking is for Parliament to be recalled.","Politics, Anticipation",Politics,Anticipation
PANGU resolved to dismiss 12 MPs,24/06/2024,https://tvwan.com.pg/news/305,,,,"The PANGU Pati Parliamentary Wing has resolved to dismiss the 12 MPs who defected to the Opposition.
Additionally, the party has confirmed that party leader and Prime Minister James Marape, and deputy leader and Deputy Prime Minister John Rosso, will maintain their positions.
This resolution was made during the PANGU caucus at Parliament recently.
The meeting was attended by PANGU MPs including four of the defected PANGU MPs—Finschhafen MP Rainbo Paita, Moresby Northwest MP Lohia Boe Samuel, Goilala MP Casmiro Aia, and Lagaip MP Amos Akem.
MPs who defected were also asked to present their case, after which the meeting resolved that the 12 MPs be given seven days' notice of their dismissal from the party.
The Prime Minister clarified that the PANGU Pati Constitution gives them the choice to appeal if they do choose, for re-admittance to the party.
Furthermore, Mr Marape said he has placed the PANGU Pati leadership on the table for members to elect a new leader. Members unanimously agreed that there is no leadership vacancy and reaffirmed their support of the current leader.","Politics, Anger",Politics,Anger
Opposition concerned over vacuum in police command,12/03/2024,https://tvwan.com.pg/news/189,,,,"Shadow Minister for Internal Security and Health, Johnson Wapunai, has expressed concern over the effects of a delay in the appointment of senior police officers in the provincial command positions.
Wapunai said that Central, Enga and East Sepik Provinces currently do not have Provincial Police Commanders following the announcement of the transfers of existing ones.
“There is now a huge command vacuum in those three provinces”, he said.
Wapunai said that what is more alarming is that experienced and competent senior officers from the Central Command in headquarters are being transferred to smaller provinces which is creating a vacuum in the national command and control structure.
He said: “It does not make sense to transfer senior police officers to lower level Command positions. This is tantamount to a demotion for these officers.
“I hope these transfers are not politically motivated so that competent senior officers are isolated or denied opportunities to be promoted to other senior positions in the police hierarchy.”
He called on the Police Minister and the Prime Minister to ensure that the Police Commissioner is not influenced in doing his Constitutional duties.","Politics, Fear",Politics,Fear
Deputy Speaker confirms Notice of motion of no-confidence,13/02/2024,https://tvwan.com.pg/news/88,,,,"Parliament has adjourned to Wednesday 14th February at 10am and deputy Speaker of Parliament Koni Iguan confirmed receiving the motion for a Vote of No Confidence against the Prime Minister.
The sitting resumed this afternoon at 2pm, proceeding with normal Government business.
The Deputy Speaker, before adjourning Parliament, confirmed that he has received a notice of motion of no confidence filed by the Opposition on Prime Minister Marape.
“I wish to inform the Parliament that today at 1:45pm, at the Speaker’s lounge, I received a notice of motion of no confidence on Prime Minister James Marape Member for Tari Pori.
“As we are aware, there is a process that must comply with Section 145 of the Constitution and Standing Order and recent Supreme Court decision. The notice of motion of no confidence is a matter of national importance and will take its precedence in the Private Business Day.
“Before that happens, it must be placed in the Notice Paper for a minimum of seven days,” Iguan explained.
The Private Business Committee only sits on a Wednesday during parliament meetings.
It will need to ensure that the motion meets all the requirements including the name of the alternate Prime Minister, and if the motion is seconded and has the signatures of 12 or more members of parliament.","Politics, Anticipation",Politics,Anticipation
