Title,Date,URL,Source,Category,Sentiment,People,Content
NDOH staff demand appointment permanent secretary,18/03/2025,https://tvwan.com.pg/news/3643,,Health,Anger,James Marape,"The staff of the National Department of Health refused to work this morning over the prolonged delay in appointing a permanent secretary for the department.
The staff demanded that a Secretary be appointed to lead the department as Acting Secretary Dr Osborne Liko has been acting in that position for more than four years with no progress in appointing a new Secretary.
The staff will draft a petition and present it to the Minister for Health.
Meantime, Prime Minister James Marape in a statement yesterday said the National Executive Council (NEC) has rejected the Public Service Commission’s (PSC) submission for the appointment of a Health Secretary, citing serious breaches in the integrity of the selection process.
In response, Cabinet sanctioned an administrative inquiry into the Department of Personnel Management (DPM) and the Public Service Commission (PSC) to restore transparency and accountability in public service appointments.
NEC also directed an immediate investigation into the appointment of the Secretary for Health.
Prime Minister James Marape in a statement emphasised that public service positions must be awarded based on merit, not political lobbying or personal connections.
He revealed that some candidates had claimed to be shortlisted and attempted to use that information to lobby ministers for appointments and warned against such practices.
The Inquiry will investigate how confidential shortlist details are being leaked and whether the selection process is being manipulated behind the scenes.
It will also focus on the role of DPM and PSC in the shortlisting and ranking of candidates before Cabinet’s review."
Education Ministers Conference,18/03/2025,https://tvwan.com.pg/news/3642,,Education,Anticipation,Lucas Dekena,"The Pacific Education Ministers’ conference is underway in Port Moresby, starting off with a closed-door multi-stakeholder roundtable discussion and will be followed by discussions on different aspects of education in the region.
The theme Transforming “Edukesen” for a better Pacific depicts the importance of the region needing to shift its focus and adopt innovative approaches, particularly in embracing global educational changes.
A welcome ceremony brought together Pacific Education Ministers in the region last night through a welcome dinner for the 2025 Conference of Pacific Education Ministers (CPEM).
Minister for Education, Lucas Dekena welcomed the Ministers and identified CPEM as the second Conference of Pacific Education Ministers to discuss some of the Pacific’s most pressing education challenges."
Tusbab Men Triumph in Rookes Preseason Finals,18/03/2025,https://tvwan.com.pg/news/3641,,Sports,Joy,Nill,"In a spectacular display of skill and determination, Tusbab men’s soccer team emerged victorious against DWU FC in the Rookes preseason finals, clinching the title in a nail-biting penalty shootout that ended with a score of 4-3.
The much-anticipated match, held at Laiwaden Field in Madang Province, saw both teams give their all in a fiercely contested battle, but it was Tusbab’s resilience that ultimately paved their path to victory.
The match was marked by intense moments, as both sides showcased their tactical prowess and athleticism on the field. Tusbab started strong, applying pressure early and taking control of the game. However, DWU fought back valiantly, holding off Tusbab’s constant attack into a tense finish that saw supporters from both sides on the edge of their seats.
As the game concluded with a 0-0 draw, after regulation and extra time, the match proceeded to penalties shootout. One by one, players stepped up to the spot, but it was Tusbab’s goalkeeper Jessy Mandarip who shone the brightest, making crucial saves that secured their victory. With the final penalty unsuccessfully converted by DWU, Tusbab celebrated their hard-fought win, while DWU displayed immense sportsmanship in defeat. The third and fourth place playoff saw Kula FC defeat Momase FC 2-0.
In the women’s division, the competition was just as thrilling, with the Centers FC women finishing on top of the normal rounds. Their consistent performance throughout the season showcased their teamwork and skill, earning them the coveted first place. Nabasa followed closely securing second place while Tusbab took third position, highlighting a competitive landscape in the women’s league.
The Rookes preseason received K3000 from Rooke’s Marine Repairs. Prizes given were:
Men
1st place – K1500
2nd place – K1000
3rd place – K750
Women
1st place – K1000
2nd place – K750
3rd place – K500
The Rookes preseason finals not only served as an exciting conclusion to the preparatory matches but also set the stage for what promises to be an exhilarating 2025 season ahead. Fans are eagerly looking forward to the regular season, with anticipation building for how these teams will perform and grown in the coming months.
As the dust settles on this year’s preseason, Tubab men and Centers women have certainly made their marks, leaving spectators excited for more thrilling matches to come.
Madang Soccer Association President Sigi Beschel, thanked the sponsors Rooke’s Marine Repairs for their constant support in Madang soccer.
“Rooke’s has been supporting MSA since 2011 and they are a valuable partner and the MSA executives cannot give enough appreciation for the many years of support to soccer and our youths development,” Mr. Beschel stated."
PNG to host Pacific Education leaders,17/03/2025,https://tvwan.com.pg/news/3628,,Education,Anticipation,Lucas Dawa Dekena,"Papua New Guinea is set to host ministers, senior officials, civil society, teaching and learning communities from across the world to engage in critical discussions on shaping education in the Pacific.
PNG’s education sector will host the 2025 Conference of Pacific Education Ministers (CPEM) meeting, scheduled from March 18-20, 2025 in Port Moresby.
This will be the second Conference of Pacific Education Ministers – the theme ‘Transforming Edukesen for a Better Pacific’, reflects the importance of Pacific nations needing to shift their focus and adopt innovative approaches, particularly in embracing global educational changes.
The first conference was held in Auckland, New Zealand.
Minister for Education, Lucas Dawa Dekena said as the first Pacific Island country to host the CPEM, the education sector is honored to bring together ministers, senior officials, civil society, teaching and learning communities, faith-based organisations, and the private sector, amongst other stakeholders from all over the world.
Mr Dekena said the reframing of this Ministerial forum from the Forum Education Ministers Meeting to the CPEM reflects the transition of the hosting of the meeting from the Pacific Islands Forum Secretariat to the University of the South Pacific, where the Pacific Regional Education Framework Facilitation Unit is hosted.
Dekena said CPEM also reflects a more active and formal engagement with civil society organisations, which are important stakeholders in education development in the Pacific.
Education Ministers and senior officials from 19 Pacific Island countries and territories as well as Australia and New Zealand, will participate in the three-day conference. The University of the South Pacific is the cohost of the 2025 CPEM."
Bugandi notes academic improvement,17/03/2025,https://tvwan.com.pg/news/3629,,Education,Joy,John Rosso,"The once-problematic Bugandi Secondary School in Lae, Morobe Province, has noted significant academic improvement following a change in management in 2022.
Being one of the oldest schools in Lae, it dropped in performance and management, with constant school fights, ailing infrastructure, unpaid bills and no stationery or office equipment.
In 2022, Member for Lae and Deputy Prime Minister, John Rosso, intervened and changed Bugandi’s administration and board.
Bugandi Deputy Principal – Academic, Monica Samol Miapu, acknowledged a shift in students’ mindsets when the Lae City Authority started building them new infrastructure, paid off all outstanding bills and worked hand-in-hand with the Bugandi staff to clean up the mess left by the past administration.
This also reflected in their academic performance, when more students from Bugandi started securing spaces in tertiary institutions.
“That made them to focus on their studies,” she stated. “Results have improved gradually for Bugandi from 2022.
“Other than that, to change the students’ mindsets, the management of the school with the governing council had to make a commitment to actually have students begin wearing formal uniforms. That, one way or the other, added weight to changing Bugandi, with the students’ attitude, discipline – yes, we have disciplinary issues – but it has been managed.
“Students’ performance – both in school and outside – have received positive opinions and views. Indications of students performing well and advancing to tertiary institutions; all sectors of the tertiary institutions, that means technical schools, universities and colleges. Bugandi is among students progressing.”
In 2022, over 60 students went on to continue their education in tertiary institutions. That number rose to 84 in 2023, 83 in 2024 and 79 in 2025.
Miapu further noted an improvement in Grade 11 selection. She said in 2022, over 250 Bugandi students continued to Grade 11.
About 400 Grade 10 students from 2024 have continued to Grade 11 this year, with Miapu stating that they now can fill up the eight new classrooms built by LCA, compared to the previous years when only six classrooms were used."
PM Marape commends Nasfund’s performance,17/03/2025,https://tvwan.com.pg/news/3632,,Business,Trust,James Marape,"The National Superannuation Fund's ability to register over 50,000 new members in recent years has demonstrated growth in the private sector and employment.
Prime Minister James Marape when commending Nasfund for its strong financial performance in 2024, highlighted its role in supporting employment growth, financial security, and economic resilience in Papua New Guinea.
“I extend my commendation to Nasfund’s Board and Management for their contributions and encourage them to continue their efforts in supporting economic growth, job creation, and long-term financial stability for Papua New Guineans,” PM Marape stated.
According to Nasfund’s audited results for 2024, the fund has recorded impressive growth across key financial indicators, reflecting its stability and the increasing confidence of workers in the superannuation system:
• Total membership: 715,873, reflecting a 4% growth with 27,704 new members added in 2024.
• Net Asset Value: K8.1 billion, up from K7.1 billion in 2023.
• Interest Credited to Members: K839 million, compared to K584 million in 2023.
• Net Profit After Tax: K849 million, a significant increase from K597 million the previous year.
• Contributions Received: K793 million, up from K705 million in 2023.
• Benefits Paid to Members: K591 million, up from K534 million in 2023.
• Annual Interest Crediting Rate: 11.75%, reflecting strong investment returns.
Prime Minister James Marape noted that Nasfund’s consecutive growth in membership and net assets aligns with the broader economic expansion Papua New Guinea has been experiencing.
In 2023, Nasfund reported approximately 34,000 new members, and last year they added over 27,000 new members which is a strong indicator of employment growth, particularly in the private sector.
The Prime Minister reaffirmed that the government is committed to supporting policies that strengthen superannuation, employment opportunities, and private sector expansion.
Furthermore, he said as the economy continues to grow, institutions like Nasfund must remain strong and well-managed to protect workers’ retirement savings and enhance their financial security.
“As the economy continues to grow, it is crucial that institutions like Nasfund remain strong and well-managed to protect workers’ retirement savings and enhance their financial security.”
He commended Nasfund for its contributions and encouraged them to continue efforts in supporting economic growth, job creation, and long-term financial stability for Papua New Guineans."
PNG Gov’t Committed to Bougainville Peace Process,17/03/2025,https://tvwan.com.pg/news/3635,,Politics,Trust,Nill,"The Papua New Guinea Government is commitment to the Bougainville peace process, emphasizing the significance of the 2001 Bougainville Peace Agreement (BPA) and the necessity for continued dialogue between Papua New Guinea and Bougainville.
Speaking on Monday (17th March) at the opening of the First Joint Consultation Meeting with Bougainville Moderator Sir Jerry Mateparae, Bougainville President Ismael Toroama, United Nations representatives, international stakeholders, and other distinguished leaders, Prime Minister Marape acknowledged the historical journey that has led to the current stage of the peace process.
“This process was born out of the sacrifices of many, and we must ensure that the intentions of the peace agreement remain the foundation for our discussions,” said Prime Minister Marape.
“August 30 this year will mark 24 years since the signing of the agreement, and for 24 years, peace has been maintained without the firing of a single bullet. This in itself is an achievement that we must continue to build upon.”
Honouring the Bougainville Peace Agreement and Constitutional Process.
Prime Minister Marape reiterated that the 2001 Bougainville Peace Agreement is enshrined in Part XIV of the PNG Constitution, providing a legal framework for dialogue and post-referendum consultations. He recognised the dedication of those who negotiated the agreement, stating that their work continues to shape the ongoing discussions.
“I was not there in 2001 when the agreement was signed, but as Prime Minister, it is my duty to study the records and ensure that we honour the spirit and intention of the peace agreement,” he said.
The Prime Minister acknowledged the results of the 2019 Bougainville Referendum, in which 97.7 percent of voters chose independence, and reaffirmed that Parliament will ultimately deliberate and decide on the matter.
“Let me make this clear – my government allowed the referendum to take place, and we stand by our commitment to the process,” Prime Minister Marape stated.
“However, it is now a constitutional matter that requires Parliament’s deliberation and decision-making.”
Prime Minister Marape highlighted that Section 342 of the PNG Constitution explicitly calls for post-referendum consultations, ensuring that both parties engage in structured dialogue before a final decision is made.
“The wisdom of the 2001 peace agreement is that it does not impose a strict timeline for resolution, but it does outline the importance of consultation and agreement,” he explained.
Economic Independence Must Precede Political Independence
Prime Minister Marape urged Bougainville’s leadership to consider the importance of economic independence alongside political aspirations. He pointed out that 95 percent of Bougainville’s budget is reliant on external support, including funding from the PNG Government and international donors.
“Economic independence must precede political independence. The long-term sustainability of Bougainville must be factored into these discussions,” he added. “Today, as we speak, Bougainville generates only 5 percent of its budget. This is a serious conversation that we must address as part of the broader negotiations.”
He acknowledged Bougainville’s resource potential but stressed that economic structures must be strengthened before full political independence can be realised.
“My duty as Prime Minister is not only to Bougainville but to the whole of Papua New Guinea. We must ensure that any decision we take is in the best interest of all parties,” he emphasised.
Addressing the Risks of Regional Fragmentation
The Prime Minister also highlighted the broader national implications of Bougainville’s push for independence, warning that other regions of PNG may also seek similar autonomy if the issue is not managed carefully.
“Papua New Guinea is the most diverse nation on earth. We have over 800 languages, 20 provinces, one National Capital District and the Autonomous Bougainville Government. If we do not manage this process responsibly, we risk opening the door to similar movements in other parts of the country,” he cautioned.
He stressed that PNG must preserve national unity while respecting Bougainville’s aspirations, urging diplomatic partners and the United Nations to continue supporting a structured, peaceful transition.
Commitment to Continued Dialogue
Prime Minister Marape reassured all stakeholders that the PNG Government remains fully committed to dialogue and consultation, as stipulated in the Bougainville Peace Agreement.
“We have held multiple rounds of consultations, and we will continue these discussions in good faith. There is no rush, as the Constitution does not impose a deadline. Our goal must be to reach a decision that ensures peace, stability, and prosperity for both Bougainville and Papua New Guinea,” he said.
The PNG Government and Bougainville leadership are expected to continue consultations in the coming months, with further discussions on the political and economic future of Bougainville."
Newcastle ends 70-year drought with win over Liverpool in League Cup final,17/03/2025,https://tvwan.com.pg/news/3630,,Sports,Joy,Nill,"Newcastle United has ended a 70-year domestic trophy drought, beating holders Liverpool 2-1 to win the League Cup and spark a Geordie party at Wembley Stadium.
Local hero Dan Burn gave Newcastle a deserved lead in the 45th minute when the defender thumped in a header from a corner.
Roared on by a sea of fans clad in black and white, Newcastle took complete control of the match seven minutes after the break when Swedish forward Alexander Isak swept a shot past Liverpool keeper Caoimhin Kelleher.
Premier League leaders Liverpool finally mustered a response when Federico Chiesa halved the deficit in stoppage time but the damage was done and the day belonged to Eddie Howe's Newcastle, which won the club's first domestic trophy since 1955.
Newcastle was beaten two years ago in the League Cup final by Manchester United but from the start on Sunday it looked likea team determined to stamp its name in the city's folklore as it plugged into the energy from fans.
Liverpool on the other hand looked flat and appeared to be suffering a Champions League hangover after being knocked out of Europe by Paris St Germain on penalties on Tuesday.
After a cagey opening, Newcastle looked the greater threat although it had little to show for its efforts apart from a Sandro Tonali effort that flashed past the post.
Liverpool seemed happy to reach halftime all square and looked like achieving that modest ambition until Burn, called up by England for the first time this week, sent the Newcastle fans into raptures in the 45th minute.
The towering centre back, who returned to his local club in 2022, found himself marked by the diminutive Alexis Mac Allister and it proved a no-contest as he met Kieran Trippier's corner to plant a header inside the far post past the diving Kelleher.
It was Burn's first goal of the season and Newcastle's first at Wembley for 25 long years since Rob Lee scored in a losing FA Cup semifinal against Chelsea.
They did not have to wait long for their next goal and it came from a much more likely source.
Seven minutes after the break, just after Isak had a goal ruled out for offside, Jacob Murphy headed a cross into the path of Isak who quick as a flash swept a shot past Kelleher in front of the massed ranks of black and white.
Liverpool's first shot on target saw substitute Curtis Jones force Nick Pope to beat away his fierce drive but it almost got worse for a stunned Liverpool with Isak denied from close range by Kelleher.
After such a long wait it was never going to be drama-free for Newcastle and Chiesa's neat finish, allowed after initially being ruled offside, ensured a few thousand chewed fingernails before the final whistle ended decades of despair.
Article
by ABC News Australia"
Connect PNG audit underway,17/03/2025,https://tvwan.com.pg/news/3631,,Government,Trust,James Marape,"A special audit into the Connect PNG Infrastructure Programme is in progress, aimed at ensuring integrity within the initiative.
The audit is being conducted by Deloitte Touche Tohmatsu in collaboration with Norths Projects Ltd, a globally respected engineering firm.
The audit will comprehensively evaluate the Connect PNG Programme in response to allegations of corruption and mismanagement.
Prime Minister James Marape has reiterated the government's dedication to transparency, accountability, and good governance.
He states that the proactive stance highlights the government's commitment to addressing concerns and restoring public trust in the management of national infrastructure projects.
The special audit, which officially commenced in February 2025, will involve physical inspections of Phase One projects across eight provinces, marking the first comprehensive review of the programme since its launch.
Prime Minister Marape reiterated that the Royal Papua New Guinea Constabulary is the first national agency to join the audit team, providing security and logistical support to ensure a fair and effective assessment.
This audit will determine whether any financial irregularities have occurred, and if so, those responsible will face legal consequences. At the same time, those wrongly accused will have an opportunity to clear their names.
The Prime Minister also revealed that the government is working on a new policy to expand independent auditing across all government agencies.
Moving forward, he said any department or agency facing allegations of mismanagement will be subject to an independent review by some of the world’s leading accounting firms, including Deloitte, PricewaterhouseCoopers, Ernst & Young, and KPMG."
Toroama calls for independence for Bougainville,17/03/2025,https://tvwan.com.pg/news/3634,,Politics,Anticipation,James Marape,"President of the Autonomous Bougainville Government, Ishmael Toroama has called on the PNG Government to take ownership and endorse the independence of the Autonomous Region in this 11th Parliament.
Toroama made this call during the Joint Consultation Moderator Meeting today in Port Moresby with Prime Minister James Marape, Bougainville Moderator Sir Jerry Mateparae, United Nations representatives, international stakeholders, and other distinguished leaders.
“In the same spirit, Honorable Prime Minister, I now expect your Government to take ownership and endorse independence in this 11th parliament.
“Prime Minister, I appeal to you to take the Bougainville referendum results and pass it to the National Minister for Bougainville Affairs to present to the National Parliament for endorsement through this moderation process in the same manner the National Constitution was amended to give effect to the Bougainville Peace Agreement.
“By this action of the Parliament of Papua New Guinea, to amend the Constitution in 2001, PNG was probably the first independent state anywhere to have accorded the UN Charter right and principle of self-determination of peoples to its people under its domestic laws and regulations.
“We recognize that the sessional order is a process that will happen in the national parliament and while we appreciate the engagement in this particular subject, it has diverted our attention from the core agenda of the political settlement on independence.
“The referendum Independence result must be endorsed. In the spirit of the Bougainville Peace Agreement, the two governments can jointly decide as part of the consultations to reach an agreement on a bilateral relationship for independence for Bougainville outside of parliament,” Toroama said.
Prime Minister James Marape on the other hand reaffirmed his government’s commitment to the Bougainville peace process, emphasising the significance of the 2001 Bougainville Peace Agreement (BPA) and the necessity for continued dialogue between Papua New Guinea and Bougainville and acknowledged the historical journey that has led to the current stage of the peace process.
“This process was born out of the sacrifices of many, and we have to ensure that the intentions of the peace agreement remain the foundation for our discussions,” said Prime Minister Marape.
“August 30 this year will mark 24 years since the signing of the agreement, and for 24 years, peace has been maintained without the firing of a single bullet. This is an achievement that we must continue to build upon.”
President Toroama stressed that Bougainville’s agenda is independence and in the post-referendum consultations both parties have made it clear, resulting in joint agreements such as the Wabag roadmap and the Era Kone Covenant.
“Therefore, I expect that the moderation process will have to address the Bougainville independence issue,” Toroama stressed."
Police officers urged to pursue further studies,16/03/2025,https://tvwan.com.pg/news/3622,,Local,Trust,Nill,"Former Assistant Commissioner of Police for NCD/Central, Anthony Wagambie Jnr, urged current and upcoming police officers to pursue additional studies to develop their career in the police force.
Wagambie Jr. said this when graduating with a master’s degree in business administration at the Divine Word University Port Moresby Campus 43rd graduation ceremony on Friday, March 14th.
“Having an additional career in Papua New Guinea’s prestigious university, the Divine Word University comes with hard work, dedication, determination, and a heart not only to benefit one's interest but to contribute meaningfully to the development of Papua New Guinea,” Wagambie said.
He dedicated his attainment to his family, friends, and most importantly, his employer, the Royal Papua New Guinea Constabulary, for the support that enabled him to come this far.
According to Wagambie, his career path was built at the Divine Word University starting from grade 11 to 12 to a diploma and degree in Management and now a master's degree. He was working while studying at the same time.
“I did my grade 11 to 12 at Divine Word Institute. After completing my grade 12, I obtained two acceptance letters, one from the police to train as an officer cadet and the other to study for a diploma in Communications Arts at DWU. However, I decided to join the police and continue my studies later.
“When I went back to studies while working, I completed my diploma program in 2006, further to degree and now masters. My studies were sponsored under the Australia Awards Scholarship,” he said.
Wagambir Jr said it was not easy to juggle work, family obligations, and study at the same time, however, he followed his ambition to succeed.
He said that with a master's attainment, he plans to contribute meaningfully to the community in whatever spectrum life takes him.
The former ACP said that following the reshuffle in the force, he was posted to Bougainville. He then took a long leave to complete his last leg of studies. Now that his studies are completed, he will be deployed to Bougainville to serve as the Deputy Chief of Police."
Gerehu Hospital resumes operation tomorrow,16/03/2025,https://tvwan.com.pg/news/3621,,Health,Trust,Nill,"The Gerehu General Hospital will resume operations on Monday, 17th March.
The hospital was temporarily closed this week for decontamination procedures, including necessary electrical work and the installation of a temporary drainage barricade.
The hospital management is committed to restoring normal operations and delivering efficient health services once the hospital reopens.
Hospital management is collaborating with relevant authorities to explore permanent solutions. Staff members are currently working alongside the Infection Prevention and Control and Hygiene teams to ensure the facility is safe for patients and staff.
NCD Provincial Health Authority Acting Chief Executive Officer Dr. Robin Oge reassured both partners and the public that the priority remains the effective delivery of health services.
During the closure, medical officers and Health Extension Officers is providing support to district programs, including the Metoreia Urban Health Centre, Six-Mile Poly Clinic, and other health facilities within the National Capital District.
The senior executive management team of the NCD Provincial Health Authority advises city residents to seek medical assistance at alternative clinics in Port Moresby during this time.
Dr Oge reassured both partners and the public that the priority remains in the effective delivery of health services.
""Despite the disruption to normal operations at Gerehu Hospital, we remain focused on containing the situation and delivering essential services to the people of Port Moresby,"" said Dr. Oge."
National Action Against GBV,16/03/2025,https://tvwan.com.pg/news/3620,,Government,Trust,"James Marape, Jason Peter, Powes Parkop","The Government is committed to tackling Gender-based Violence (GBV) and advancing Gender Equality & Women’s Empowerment (GEWE) as urgent national priorities.
Recognising the persistent challenges of violence against women and structural barriers to gender equality in the country, Prime Minister James Marape will spearhead a high-level parliamentary event on Tuesday, March 18, 2025, ahead of National Women’s Day on March 24.
The Prime Minister will deliver an address, reaffirming his government’s commitment to legislative reforms, enhanced protection for women, and the enforcement of strict workplace policies against GBV.
He emphasised that violence against women and girls will not be tolerated and that policy changes are necessary to protect women’s rights and ensure gender equality.
“This is not just a women’s issue—it is a national crisis. We must stand together as leaders, policymakers, and citizens to ensure that every woman and girl in Papua New Guinea lives free from fear, violence, and discrimination. My government is fully committed to driving real change, not just words, but action,” Prime Minister Marape stated.
This event scheduled to take place at the National Parliament and the State Function Room, will convene Members of Parliament, key government agencies, civil society leaders, and international development partners to discuss legislative reforms, institutional commitments, and practical measures to combat GBV in Papua New Guinea.
To emphasise the national urgency of this issue, the event will begin with a suspension of parliamentary question time, ensuring that GBV and gender equality take centre stage in Parliament.
National Capital District Governor, Powes Parkop, as Chair of the Permanent Parliamentary Committee on GBV & GEWE will present key findings and recommendations, highlighting the legislative gaps, policy shortcomings, and urgent structural reforms needed to address GBV effectively.
Following this presentation, Parliament will adjourn, and discussions will continue in the State Function Room, where government officials, civil society representatives, and international partners will deliberate on practical, policy-driven solutions.
A stakeholders’ lunch meeting will feature prominent speakers and expert presentations on the status of women and GBV in Papua New Guinea.
Key speakers include:
• A young woman on behalf of all women of PNG
• Jason Peter, MP – Minister for Community Development & Religion
• Richard Howard – United Nations Resident Coordinator
•Dianne Kambanei – Director of the GBV Secretariat (Department of Community Development & Religion)
•Clements Kanau – General Secretary, Trade Union Congress
The event is expected to generate strong media coverage, ensuring that the conversation on GBV and gender equality remains at the forefront of national discourse. With MPs, civil society, and international partners working together, this initiative will catalyze meaningful, long-term change in Papua New Guinea."
PNGRFL visits East Sepik,16/03/2025,https://tvwan.com.pg/news/3619,,Sports,Anticipation,Nill,"The Papua New Guinea Rugby Football League (PNGRFL) team recently visited Wewak in East Sepik Province to ensure local leagues and players comply with PNGRFL & NRL programs.
Led by Northern Confederate Chairman and Board Director Robin Iveke the team visited East Sepik from March 12 to March 15, 2025.
This visit aimed to ensure that all local leagues and players comply with PNGRFL coaching standards and governance protocols.
The PNGRFL said strengthening East Sepik's participation in PNGRFL & NRL programs is crucial for identifying and nurturing local talent. The league aims to provide pathways for exceptional players from local competitions to rise through the ranks and participate in top-tier competitions such as the Intercity League, the PNG Hunters, and eventually the NRL by 2028.
""We are excited to welcome the East Sepik Rugby League clubs, including Wewak RL and Associates, Passam National High School, Brandi, Bishop, Maprik, St. Xavier's, and Wasara Secondary, into the rugby league family. We wish you all the best in your efforts to develop and improve the sport in your region,"" said Iveke.
The commitment to uphold PNGRFL's standards and governance will ensure a sustainable and successful future for rugby league in East Sepik, fostering an environment where players can thrive and excel."
Police funds queried,15/03/2025,https://tvwan.com.pg/news/3615,,Politics,Fear,James Nomane,"The Opposition yesterday raised concerns about the safety of citizens as the crime rates in the country continue to soar.
Deputy Opposition Leader, James Nomane the government cannot guarantee the safety of its citizens and asked Police Minister what he is doing with the significant funds he is receiving, amounting to millions of kina.
According to Nomane, in 2023, the government allocated 549milllion kina to the police department. In 2024, it increased its funding to 629million kina,  an increase of 15%. Total allocation in the two years is 1.178 billion kina. In the 2025 budget, police was allocated 703million, totaling up to 1.8billion kina for the police department throughout the 3 years.
“We haven’t seen an improvement in discipline, improvement in professionalism and standards in the RPNGC. We haven’t seen any solutions in police housing, improvement in police capacity equipment and conditions and solutions to the fleet management. We are still hiring. We are not confident we will meet the manpower targets of 7000 by 2026. We have lost trust and confidence, police minister.
“What are the problem that is affecting the Royal PNG Constabulary that is seeing a spike in violent crimes throughout the country and what are u doing about it?”
Police Minister, Peter Tsiamalili Jnr again attributed the declining law and order standards to years of neglect and called for an  increase in reservists at the provincial level.
“The culmination of what is happening today is because over a period of time we have not necessarily as a government addressed our policing. And so at this point in time, our priority is to increase manpower. We created the Bomana Centre of excellence to increase our police numbers, we have now graduated over 500 young police men and women and in the short intervention we’ve also started engaging with provincial governments to increase our reserve numbers. The increase of funds to police was the increase manpower - our personal emoluments must also be the same. K200million is for PIP and K400million went to personal emoluments.”
For the question of police using hired vehicles, Tsiamalili said it was a challenge from the supplier’s end.
“Our challenge with hire of vehicles we use one source of supply which is Ela Motors and they have a huge challenge with vehicles coming into the country. So, while we have purchased we are still waiting for vehicles to be in the country and therefore puts us in a position where we are still hiring.”
Provincial Member for East Sepik, asked a supplementary question related to the impact of the significant funds given to the police department.
“The correlation of the increase of our numbers and the interventions that we are doing as a government will not happen overnight. It takes consistency and efforts to address and get results not overnight. The policy is to increase our numbers,” he said."
Non-functioning of National Lands Board a concern,15/03/2025,https://tvwan.com.pg/news/3614,,Politics,Frustration,"James Marape, Rufina Peter","There has been delays to attending to land matters in the Central Province and the Provincial Member for Central Province, Rufina Peter, raised this concern  during question time in parliament yesterday. She shared that the Central Provincial land board members immediately began work since their swearing in  last year, however  they are yet to be formally inducted, leading to delay in addressing crucial land matters in the province.
“I am aware that the terms of the national board chairman and its members have expired creating a significant administrative vacuum that is negatively affecting land administration processes across the country including the operations of the CP Lands board.
“How soon the chairman of the lands board will be appointed? What measures have been put in place to ensure that the absence of national lands board does not continue to disrupt land administration processes at the provincial level?
“Are there future plans for the government to consider amending the law to allow provincial land boards to function independently in such circumstances?”
Minister for Lands and Physical Planning was not available during the parliament sitting yesterday, however Prime Minister James Marape, assured Provincial Member, Rufina Peter to take action about this.
“I want to give assurance to her that at the very earliest we shall fill the vacancy and get the appointment worked on and the subsequent work as far as provincial land administration. Put in writing.”
Central Provincial land board members were sworn in on the 28th of March 2024, however due to the delay in re-appointment in the Ministerial level, central provincial land board members have not gone through a formal induction. Provincial Member Rufina is hoping this is acted upon quickly so land matters in the province are addressed."
Hastings Deering helps BbP deliver books to remote locations,15/03/2025,https://tvwan.com.pg/news/3612,,Education,Joy,Nill,"Thousands of children across Papua New Guinea are gaining better access to books and educational resources, thanks to a long-standing partnership between Buk bilong Pikinini (BbP) and Hastings Deering PNG & Solomon Islands.
The initiative has helped distribute over one million books to more than 800 schools and communities, giving children the tools they need to improve literacy and learning outcomes.
For many children in rural areas, books are a rare resource. Through this partnership, up to 200,000 books are stored and dispatched each year, ensuring that students-even in the most remote parts of the country-have access to quality reading materials.
About 10,000 books were sent to schools in Telefomin and Tabubil, bridging the literacy gap in areas where access to formal education remains a challenge.
As Hastings Deering’s outgoing General Manager, Andrew Dare, prepares to return to Australia, Buk bilong Pikinini has acknowledged his key role in supporting this initiative.
Under his leadership, the company has played a critical part in ensuring books reach the hands of children who need them most.
To continue this vital work, BbP and Hastings Deering have signed a new five-year Memorandum of Understanding, securing the future of this literacy program.
This means thousands more children will continue to receive books, opening doors to a brighter future through education.
Buk bilong Pikinini has extended its gratitude to Andrew Dare for his commitment to education in PNG and remains dedicated to providing children with the resources they need to succeed."
