Title,URL,Date,Content,Category,Sentiment,People,Source
Albanese announces funding of new Parliament wing,https://www.thenational.com.pg/albanese-announces-funding-of-new-parliament-wing/,18/09/2025,"AUSTRALIA’S Prime Minister Anthony Albanese yesterday announced that they will be funding the new ministerial wing for the Papua New Guinea’s Parliament House as part of the 50th celebrations. Construction will follow a PNG-led design and consultation process, and draw on local craftsmanship and expertise. “Our support for the expansion of Parliament House is an investment in Papua New Guinea’s democracy and sovereignty that will benefit future generations,” he said. This gift recognises the common understanding of the democratic principles that underpin the modern Australia-PNG relationship, and the role of our parliaments in reflecting the voices of our people. He said the mutual recognition reflected the shared democratic values and warm friendship between Australia and PNG, which continued to grow after he addressed Parliament in 2023 and Marape, the first Pacific leader to address senators and members in Australia’s parliament. “At a ceremony held in Port Moresby on the day of independence in 1975, Australia’s then-Prime Minister Gough Whitlam observed ours is ‘a relationship of equals, based on mutual respect, understanding and trust,” Albanese said. “As close neighbours and warm friends, the future prosperity of our two nations are bound together.” He added that it will look like the Bird of Paradise, a signal from Australia that they valued PNG’s democracy.",Politics,Trust,Nill,The National
"US, PNG sign cooperation pact for next 50 years",https://www.thenational.com.pg/us-png-sign-cooperation-pact-for-next-50-years/,18/09/2025,"THE United States (US) and Papua New Guinea signed a Strategic Cooperation Framework for mutual cooperation and priorities for the next 50 years, including economic, commercial, and digital collaboration, as well as critical minerals and infrastructure development. Deputy Secretary of State Christopher Landau and Prime Minister James Marape signed the framework yesterday, a day after the country’s 50th Independence anniversary. The framework underscores “mutual priorities for the next 50 years of the US – PNG bilateral relationship” according to the US Embassy. US ambassador Ann Marie Yastishock said the signing of this framework reflected the enduring partnership between the two nations and highlights the wide range of sectors for collaboration. “The US has stood with PNG since day one, in 1975,” said US Ambassador Yastishock. “This framework builds on five decades of cooperation based on shared values and a shared vision of the future,” she added. Meanwhile, the US had also acknowledged its private sector investment in the extractives sector. According to the US Embassy, the framework highlighted cooperation in critical minerals extraction and processing, with a focus on sustainable development, investment competitiveness, and practices to benefit the local communities in which companies operate. Furthermore, the embassy said that existing US companies could contribute to PNG’s overall development, as the framework states both nations will work together to increase US investment in PNG, and collaborate on policies aimed to attract greater US investment, including an increased focus on the use of trusted technology and strengthened cyber-security practices. Part of the focus of the framework is to allow for research and exploration into deep sea or seabed minerals. The US is supporting advancement of deep sea science that can be used to inform seabed mineral development and responsible mining activities in the Pacific to secure access to reliable supplies of critical minerals for strategic industries, which will benefit the US industry and the region. The document reaffirmed US’s commitments, including the 2023 Defence Cooperation and Ship-rider Agreements, the reoccurring Strategic Partnership Dialogue which was first held in Washington, DC, in 2024, and existing defence, maritime security and law enforcement capacity building and training programmes. Landau said: “This Framework for Strategic Cooperation reflects the United States’ commitment to a comprehensive partnership with PNG.” “It not only strengthens our defence ties but also fosters economic growth, innovation, and shared prosperity.”",Business,Trust,James Marape,The National
"Governor-General urges self-reflection, patriotism",https://www.thenational.com.pg/governor-general-urges-self-reflection-patriotism/,18/09/2025,"PAPUA New Guinea reaffirms its commitment to be a friend to all, enemy to none as we navigate global developments and uncertainties together, says Governor-General Sir Bob Dadae. Speaking during the flag lowering ceremony at Sir Hubert Murray Stadium in Port Moresby on Tuesday, he said: “We appreciate our regional and bilateral partners – represented here by the diplomatic missions, and our friends and allies from across the world. “I extend a warm welcome to you all. Papua New Guinea has benefited from these alliances, and we are grateful for your contribution to our nation’s development.” In his message to Papua New Guineans, Sir Bob said: “I urge us to self-reflect and identify where we can improve and better ourselves. “Our attitude, our mindset. Let us bring back the spirit of patriotism, our culture of generosity, kindness and coherence in our communities. “Let us work at building strong, safe and secure communities for our families, our citizens and the future generations of this country. “Let us prove to ourselves, to our fellowmen and the world over, that we are capable of achieving greatness for our country, and we can do it!” Prince Edward, the Duke of Edinburgh, also attended flag lowering ceremony. Sir Bob acknowledged the Royal Family for sending Prince Edward to witness PNG’s celebrations. “His Majesty the King (Charles) has been gracious, and as a nation, sharing this special occasion in your presence, is significant to our 50th Independence Anniversary celebrations. “Papua New Guinea has over the last five decades, grown and evolved. We have our challenges, for sure. “But, as a nation of diverse cultures, 800 plus languages and unique traditions, we have stood together united as one nation, one country, one people,” Sir Bob said. “It was a proud moment for us on Sept 16, 1975, under the stewardship of our founding father Grand Chief Sir Michael Somare, when our nation Papua New Guinea came into being. “His Majesty the King, then Prince Charles, was present here in this very stadium on that momentous occasion. “At the birth of our country, we chose Constitutional Monarchy as our system of Government, to be part of the Commonwealth, specifically as a Realm nation. “We chose to have Her Majesty Queen Elizabeth II as our Head of State.”",Politics,Trust,"Bob Dadae, Michael Somare",The National
PNG has not done enough: Bureaucrat,https://www.thenational.com.pg/png-has-not-done-enough-bureaucrat/,18/09/2025,"PAPUA New Guinea has not done enough in the past 50 years in its commitments to trade compliance and market access, a senior bureaucrat has said. Joshua Kalinoe, former chief secretary, department head and diplomat, told a gala dinner hosted by the Commerce and Industry Department on Sept 15 that while the country had done well in providing a strong democracy and institutions that continued to protect justice, prosperity and progress, much needed to be done on the trade front to grow the economy. He also considered as “alarming” certain imbalances between economic stimulus and consumption financing. Kalinoe, who once served as commerce and industry department secretary observed that ever since independence, PNG had signed only three free trade agreements. Kalinoe said: “Since the PNG LNG project over 10 years ago, no foreign direct investment (FDI) or a trade agreement were signed with international partners. “This is a disappointing performance. Cross-border export trade and FDI are important to stimulate and facilitate sustainable domestic economic growth.” The veteran bureaucrat said both developing and developed nations were today pursuing aggressive cross-border export trade and FDI strategies. Countries in Africa, the Middle East and Asia were spending more time, money and human capital in trade and investment. Kalinoe urged PNG to adopt similar aggressive strategies and to begin by complying with the rules-based multilateral trading agreement (Bali Agreement) which imposes significant commitments for compliance and implementation. PNG also needed to coordinate implementation at political and bureaucratic levels which remain obstacles today,” he said. “Therefore, there is a pressing desire now for a realignment and harmonisation of some of our implementation mechanisms. “Such reforms should be performance and result based,” he said. On economic stimulus and consumption financing, Kalinoe said PNG had been borrowing heavily in the last five years from international financial institutions to fund its consumption budget. He said: “No economic stimulus intervention frameworks have been announced or formulated by the government. “Nothing wrong with borrowing so long as the funds are applied to value adding economic and social projects. “However, consumption borrowing to support the goods and services budget is a problem. “The debt will have be paid back by taxpayers at the expense of declining provisions for health and education services. “Further, the debt burden in the future will be paid by the coming young generations and instead of improving their standards of living, they will remain poorer. “So instead of borrowing more, the country should introduce strategic economic stimulus frameworks to facilitate domestic economic growth.  Such an approach should be based on a string of sectoral programmes and coordinated by a relevant agency of Government. “The epicenters of such a strategy should be to support existing businesses to expand as well as to facilitate increased FDI and cross-border export trade.”",Business,Sadness,Nill,The National
Land titles for department staff,https://www.thenational.com.pg/land-titles-for-department-staff/,18/09/2025,"PERHAPS the best present any department got for its hardworking staff at the 50th Independence Anniversary was the securing of 320 land titles for the Commerce and Industry Department. Commerce and Industry Minister Win Daki made the happy announcement at a gala night hosted by the department at the Hilton Hotel on Sept 15, ending a week of celebration and events on the night. Daki said he was a proud man to be able to make such a gift to staff of a department that contributed much to the economic development of the country. “You do the work,” he said. “I do the presentation. I take the glory.” It is understood the land tiles are for a plot of land at what is commonly referred to as Duran Farm behind Eight-Mile outside Port Moresby. The Lands Department earlier last week presented the titles to the department. The gala dinner was interspaced with music, song and drama. Long-serving department employees who had clocked 15 years and over were given gifts and certificates. A drama by children of employees showcased the advent of independence and the way the country has come, likening it to a ship sailing on destiny’s tempestuous seas and reaching land. Secretary David Ganaii acknowledged the efforts of the country’s founding fathers in working through trials and tribulations to deliver the country’s independence. He said the department had come a long way and was now stabilised with permanent officers.",Business,Joy,Nill,The National
Kasu wins Morobe pageant,https://www.thenational.com.pg/kasu-wins-morobe-pageant/,18/09/2025,"GEORGINA Kasu, 24, was crowned the Morobe cultural ambassador in the Miss Bird of Paradise Pageant ’25. She was among four pioneer contestants trying out for Miss Morobe. “I grew up in Port Moresby, and have always felt disconnected to my people and home,” she said. “Taking part in this pageant was my way of bridging that gap. “I didn’t really expect to be the inaugural Miss Morobe as there were other strong contestants.” Kasu, from Huon Gulf’s Labu Tale, works for Spectrum Holdings Limited’s accounts division in Port Moresby. She sponsored herself to pursue the interest, paying for her own ticket to Lae and back for try-outs, successfully landing a spot in the provincial pageant. She was voted as Miss Morobe on Wednesday night; her crowing witnessed by Lae business community chairman Anna Bais and reigning Miss Bird of Paradise May Hasola. “I look forward to be based here in Lae, working together with business houses, community and people to create more awareness on inclusive education for children with disability and representing Morobe in the Miss Bird of Paradise Pageant,” she said. “I’ll find a way around things to juggle work and represent my people and province. “I ask for the support of my people and the business community as I enter the national pageant in Port Moresby in December.” Kasu promotes her culture with pride, she’s an advocate of traditional language – Yabim and Kotec – and children living with disabilities, especially in rural communities. “Everybody deserves a right to life and service accessibility,” she said. “I call on all girls across the district to join this journey for a worthy cause.” Mother Lucy, who encouraged her daughter to join the pageant, said she never doubted her. “It’s a new experience, but we will be with her all the way to the national pageant,” she said. Bais said Morobe was the third province to crown their provincial queen.",Culture,Joy,Nill,The National
Arts exhibition expresses soul of country,https://www.thenational.com.pg/arts-exhibition-expresses-soul-of-country/,18/09/2025,"A NATIONAL arts exhibition was held in Port Moresby to mark Papua New Guinea’s 50th anniversary. Tourism, Arts and Culture Minister Belden Namah said that for half a century this exhibition had been more than just a gathering of artists, it had been a national stage where PNG’s soul had been expressed in colours, cravings, weavings, melodies and stories. “It is a mirror of who we are, a people bound by more than 800 languages, diverse traditions and countless expression, yet united by one spirit, one heritage and one nation,” Namah said. National Cultural Commission (NCC) exhibition curator Hillary Miria said that under the theme “unbroken lines: past, present and future of PNG contemporary arts”, the exhibition celebrated the resilience, creativity and cultural vision of its pioneering and contemporary artists. “From the monumental works that helped define nationhood at independence to the vibrant expression of today’s generation, these artworks speak to the journey of a country still shaping its identity through art. “This exhibition brings together pioneers, career artists and emerging voices who carry the threads of tradition into contemporary practice. “It honours the early visionaries whose works in Parliament House and public spaces gave form to a new nation, while also showcasing the experimental, critical and boundary-pushing creativity of today,” Miria said. He said that the exhibition invited everyone to walk these lines, reflected on history and saw how artists continued to shape the spirit of PNG for generations to come.",Arts,Joy,Belden Namah,The National
"Certain provisions of constitution needs changing, says Kwa",https://www.thenational.com.pg/certain-provisions-of-constitution-needs-changing-says-kwa/,18/09/2025,"JUSTICE and Attorney-General Department Secretary Dr Eric Kwa says certain provisions of the Constitution need to change with the times to allow for more development in the country. Kwa said the Constitution, including other relevant laws, needed to be subject to change through proper vetting processes. He said at least 50 amendments have been made to the Constitution since it was first adopted on Aug 15, 1975, by the Constituent Assembly and effective on Sept 16 the same year, coinciding with Independence Day. “The amendments are bound to happen,” he said. “When we look at the founding fathers and the constitution planning committee, they were developing the Constitution from an age of colonial oppression. “What was envisioned then and what we are experiencing now are very different. “Therefore, we must expect changes. “Changes are necessary to remain relevant but we must keep the foundation of the Constitution intact “Changes are necessary and there will be more in the future to sustain us as and ensure that we continue to exist a sovereign nation. “Beyond certain amendments, all the others were just to fix the edges of some of the provisions.” Kwa said constitutional amendments in 1995 which introduced the Organic Law on Provincial and Local Level Government was one example of the Constitution being changed during a time when the then-leaders saw fit to do so. “However, that was one of the biggest mistakes made,” he said. “Over the years, we have seen the demise of rural service delivery being sucked back to Waigani.” Kwa added that he supported the need for reforms to me made to allow for more decentralisation of powers and functions back to the provinces. Meanwhile, Kwa said all citizens needed to appreciate the freedom granted by the Constitution since 1975. “We may not have all the roads, bridges and all the other services but we are still free in our own country,” he said. “This is a reason to celebrate. “We must honour this freedom. “Even after 50 years, we are still one country.”",Politics,Trust,Nill,The National
Namani: Lawyers must defend the rule of law,https://www.thenational.com.pg/namani-lawyers-must-defend-the-rule-of-law/,18/09/2025,"AS Papua New Guinea marks 50 years of independence, Papua New Guinea Law Society president Hubert Namani has proposed to lawyers to lead the nation in upholding the Constitution and the rule of law. Namani said during the opening of the new National and Supreme Court Complex in Port Moresby last week as a symbol of national progress and a reminder of the critical role lawyers played in defending justice, integrity and accountability. “While this milestone is a source of pride, it is also a call to action,” he said. “As lawyers, we must confront the challenges of corruption, lawlessness and weak governance. “We have a responsibility to speak truth to power and guide our nation toward a future worthy of its promise.” Namani encouraged all members of the legal profession to reflect on their role as guardians of justice and leaders of positive change, committing to strengthen the legal system and ensure that the next 50 years see PNG thrive under the rule of law. “Happy 50th Independence Anniversary,” he said. “Let us uphold our professional duties and lead by example.”",Politics,Trust,Nill,The National
Cultural finery on display at annual Morobe Show,https://www.thenational.com.pg/cultural-finery-on-display-at-annual-morobe-show/,18/09/2025,"THE annual Morobe Agricultural Show ended on Sunday in Lae with a spectacular display of Papua New Guinean culture. Lae MP John Rosso, who was present during the show, said: “From the colourful cultural dances, to the powerful livestock displays, to the bustling stalls of SMEs, the Morobe Show has become a true reflection of our nation’s creativity, Morobe province’s creativity, resilience and potential.” He said for 62 years, the Morobe Show had brought people together from all corners of PNG and beyond. “It has been a place of exchange, knowledge, culture and commerce “It has provided opportunities for farmers to learn new methods and interact. “That is why the Morobe Show is not just an event. It is part of the social and economic fabric of Lae, Morobe province.” For the first time in years, a float parade wound through the city, showcasing local communities, businesses, and cultural groups. Traditional performances, modern farming displays, and interactive exhibits provided a unique platform for families and visitors to experience Morobe’s rich cultural and economic heritage. Apart from Rosso, important guest, Governor-General Sir Bob Dadae, graced the show with his presence. They engaged with participants and emphasised on the vital role of agriculture, innovation, and local enterprise in national development. A moment of silence was observed to honour the late Morobe Governor Luther Wenge, who passed away on Saturday. They paid tribute to his contributions to the province The show’s highlights included displays of local businesses who used the platform to showcase products and services, boosting trade and entrepreneurship in the province. Children and families enjoyed dedicated entertainment zones featuring games, rides, and cultural demonstrations, making the event inclusive and fun for all ages. MPAS president Hans Mehl expressed his gratitude to sponsors, participants, and the public. He said this year’s show has been a resounding success and has promoted innovation, strengthened community bonds and celebrated Morobe’s cultural and economic achievements as the country heads into celebrating the country’s 50th anniversary.",Culture,Joy,"Bob Dadae, John Rosso, Luther Wenge",The National
Wau basks in country’s jubilee celebration,https://www.thenational.com.pg/wau-basks-in-countrys-jubilee-celebration/,18/09/2025,"THE main highlights of 50th independence anniversary celebrations in Wau, Morobe, were the mock war game by PNG Defence Force (PNGDF) and the awarding of long service medals. Other minor highlights were the releasing of balloons in colours of the national flag, greasy pole, live band performances and speeches with police and PNGDF parades. People from Wau Urban, Wau Rural and Waria local level government as well as other districts and provinces, turned up in the PNG colours to celebrate this significant event. The mock war game by the PNGDF personnel was the main attraction where citizens were taken through drills performed by soldiers when coming into contact with enemies. Wau-Waria was lucky to have two units from the PNGDF. One unit was sent to Garaina station while the other took part in the celebration at Wau town. District chief executive officer John Orebut acknowledged the late Grand Chief Sir Michael Somare and his colleague leaders who stood up for freedom of this country 50 years ago. He said without their strives, determination, courage and strong leadership then, PNG would not have come this far. MP Marsh Narawec acknowledged mothers and women, saying they had contributed much to the development of the country. He said churches and other development partners had all helped in shaping PNG. While speaking of late Morobe Governor Luther Wenger, Narawec told the people that the governor was instrumental in ensuring that their new district prospered into the future. He said Wenge had contributed funding and machineries towards road links in the district. Narewec further urged his people to enter the next 50 years with changed mindsets and approaches.",Celebration,Joy,"Luther Wenge, Marsh Narawec, Michael Somare",The National
"Commitment vital, says Kombra",https://www.thenational.com.pg/commitment-vital-says-kombra/,18/09/2025,"TEACHERS and education personnel throughout the country have been reminded that the country’s freedom is built on the foundation of an educated and empowered population as they celebrate the country’s independence. Education secretary Dr Uke Kombra sounded this reminder last Thursday as the Department of Education begun its two-day pre-independence celebration at Butuka Academy in Port Moresby. The celebrations ended on Friday. Thursday’s event began with flag raising witnessed by Education Minister Lucas Dekena, Higher Education Minister Kinoka Feo, Education secretary Dr Uke Kombra and education staff from both the Education Department and the Higher Education Department. Education Sector Development Plan (ESDP) 2023-2027 was also launched on the same day. Kombra reminded the teachers and department officials that as they celebrated the nation’s 50th independence day, they must remember that the country’s freedom was built on the foundation of an educated and empowered population. “The future of our community is in our hands, and it begins with our commitment to education and so let us celebrate our shared history and be inspired to create an even better future for our nation,” he urged. “For the past 50 years, the Ministry of Education has been the cornerstone of our nation’s journey since getting independence in 1975. “We were tasked with a difficult challenge and that was to unite the nation of 1,000 tribes and cultures and languages through the universal language of learning. “We built schools in remote villages and on distant islands, trained generations of local teachers and throughout the curriculum that honour our traditions and prepare our youth for a modern world.” Kombra said despite the many challenges they faced, this anniversary was a testament to the hard work and the tireless dedication of the countless teachers, administrative staff, and those who had side-shaped the lives of generations, nurtured minds that had gone on to lead government, industries, societies and communities. He highlighted that ESDP was a collaborative effort of five key agencies and aimed to provide an overarching view of our country’s development plan for education. “This is the first time ever since 1975 that we have witnessed a plan that unites the whole education sector,” he said. Kombra said the main goal of the ESDP was to implement the investment programme outlined in the Medium Term Development Plan Four (MTDP4). “The ESDP’s investment programme are linked to the key deliberate interventions programme from MTDP 4, including early childhood education, basic quality primary and secondary education, tertiary education, technical and vocation education training.”",Education,Trust,Lucas Dekena,The National
Kokopo Business College students celebrate two milestones,https://www.thenational.com.pg/kokopo-business-college-students-celebrate-two-milestones/,18/09/2025,"The East New Britain’s Kokopo Business College (KBC) is hosting a double celebration – the college’s 25th silver jubilee and Papua New Guinea’s 50th anniversary. The two-day event, held at the college grounds in Kenabot, is celebrated under the theme “celebrating our silver journey and golden freedom, empowering minds and inspiring growth in education”. Events coordinator Janet Magaga said the occasion reflected the college’s long history and contribution to education in Papua New Guinea. “It’s a double celebration. It has been 25 years of existence here and of service to Papua New Guinea,” she said. KBC traces its roots to 1960 when it was established in Tavui as a secretarial college offering training for Grade 8 students. In 1975, it was moved to Rabaul but was later closed due to volcanic activity. It reopened in 1985 before being transferred to Kokopo Business College in 2000 through support from Australian Aid and the Gazelle Restoration Programme. Magaga said day one of the programme featured cultural performances, traditional food, stalls from students, alumni, SMEs, and corporate houses, as well as speeches, cake cutting, and a song competition. Day two continued with more regional and provincial performances, fun games, sales of merchandise and a fashion show to crown Mr and Miss 25th Silver Jubilee. KBC student representative council vice-president Janelle Sialis highlighted the role of student discipline and leadership in making the celebration possible. “So early in March, we the SRC decided to keep the students occupied when we have term breaks, we have mini games so that they feel involved and they avoid going out drinking or making nuisance,” she said. Sialis added that because of the students’ good behaviour and cooperation, the principal had approved the college’s graduation to be held at the end of this year rather than the following year. “I think the event is just turning out great. Everyone’s enjoying themselves,” she said. Meanwhile, Magaga has reminded KBC of its vital role in shaping future leaders. “I think KBC has contributed to nation building by educating a lot of students from all across Papua New Guinea,” she said. She added that graduates must use their skills to create opportunities. She said if they did not find employment, they should create employment from the skills that they had learned from the school. Magaga encouraged young people to be proactive. She said the school wanted to see young people doing something good for themselves. “They can create employment opportunities instead of waiting for a job offer,” she said. Magaga also explained why fundraising was part of the celebration and that was to raise funds to help the school with a lot of things that needed support. “That’s why we have put a registration fee for small table markets and SME stalls for K200, corporate stores for K250,” she said.",Education,Joy,Nill,The National
Prince Edward presented flag symbolising the beginning of a new era,https://www.thenational.com.pg/prince-edward-presented-flag-symbolising-the-beginning-of-a-new-era/,16/09/2025,"ON THE morning of Sept 16, 1975, the Australian flag at the Sir Hubert Murray Stadium in Port Moresby was lowered, and in its place, Papua New Guinea’s own was raised for the first time as an independent nation. In commemoration of the country’s 50th Independence anniversary on Tuesday, a flag-lowering ceremony was held at the same venue to not only end the day’s celebrations but to also symbolise the beginning of a new era. Duke of Edinburgh, Prince Edward, was presented the flag after it was lowered, followed by an address from Governor-General Sir Bob Dadae to the people. “On the occasion of Papua New Guinea’s 50th Independence anniversary, Your Royal Highness, we are deeply honoured by your presence with us today, ”Sir Bob said. “His Majesty, the King has been gracious, and as a nation, sharing this special occasion in your presence, is significant to our 50th Independence anniversary celebrations. “Papua New Guinea has over the last five decades, grown and evolved. “We have our challenges, for sure. But, as a nation of diverse cultures, 800 plus languages and unique traditions, we have stood together united as one nation, one country, one people.” Australian Prime Minister Anthony Albanese, in a post on Facebook, said both countries shared a deep history. “Fifty years ago, on this very ground in Port Moresby, (former Australia PM) Gough Whitlam stood side by side with Papua New Guinea’s first Prime Minister, Sir Michael Somare to mark the birth of PNG as an independent country,” he said. “Now, the Papua New Guinea flag proudly flies on these grounds. “Today we honour the rich history and the deep ties between our nations – built on shared history, values and an enduring bond.”",Celebration,Trust,"Bob Dadae, Michael Somare",The National
Celebration Raod link an independence gift for Wau-Waria,https://www.thenational.com.pg/celebration-raod-link-an-independence-gift-for-wau-waria/,16/09/2025,"A ROAD linking Wau and Garaina Station in the Waria LLG is an independence present for the Wau-Waria district, local MP Marsh Narawec says. Narawec said the road was a special gift by the government to the people at the eve of the country’s 50th Independence anniversary. “The best gift for us today is that in the last three days, a pilot road link connected Wau town to Garaina Station in Waria local level government,” Narawec said during independence celebrations in Wau on Tuesday. He said though the people have been neglected over the years, vehicles arriving at Garaina Station on the eve of independence showed that development was coming. “It’s a gift for us all in the district to have achieved this significant road link that will once again connect the famous Garaina Valley and the colonial era Garaina tea plantation. Narawec said the Garaina tea plantation would be rehabilitated in the coming years. Meanwhile, 100 long service personnel in Wau-Waria were given awards by the district administration as part of the independence celebrations in Wau. The awardees were those that have retired or are still in active in the public and private sectors. They were presented with long service medals, an appreciation certificate and K250 shopping vouchers. The district administration thanked them for their hard work and contribution towards developments in the district over the years.",Development,Joy,Marsh Narawec,The National
Carol slashes blouse prices after reaching independence target,https://www.thenational.com.pg/carol-slashes-blouse-prices-after-reaching-independence-target/,16/09/2025,"A SMALL business owner in Lae has thanked the city authority for allowing small businesses to operate freely in the city, leading up to the country’s 50th independence celebrations. Carol Ahi’s Butibam Indigenous Women Association acquired her vending license from the Lae City Authority four years ago and started selling items next to the state cemetery. Knowing that the 50th Independence anniversary would be a big event this year, she started restocking her items in June. Ahi set a target of K20,000 for her independence sales which began three weeks ago. She passed her goal on Sunday, making K22,000, and decided to drop the prices of her blouses from K100 to K50 on Monday, as a sign of goodwill to her customers. “I want to see that everyone is clothed in PNG colours on Sept 16,” she said. “I want to thank the government in Morobe, especially in Lae for giving us a fair chance to make money. “From youths selling flags to mothers like us who set up stalls – this was a golden opportunity for really good money and we did. “At least youths have money in their pockets so they didn’t have to go disturb others or mothers were kept busy and not gambling or go clubbing.”",Business,Joy,Nill,The National
Administration Morobe urges people to pray for late Songang Wenge’s family,https://www.thenational.com.pg/administration-morobe-urges-people-to-pray-for-late-songang-wenges-family/,16/09/2025,"THE Morobe administration has appealed to its people to pray for the immediate family and loved ones of the late Governor Luther Akisawa Wenge who are mourning his loss on this independence eve. Human Resource manager Kusak Meluk said the provincial government suspended a planned programme for the staff on Monday at the provincial headquarters in honour of their leader.Staff were asked to celebrate at home or attend the official independence programme at the Sir Ignatius Kilagi Stadium on Tuesday. “As we celebrate our country’s 50 years’ independence with joy and jubilant, we also mourn our great loss,” Meluk said.“All administration staff are hereby required to observe and pay respect to our great Kumul bilong Morobe by way of dressing in mourning colour as sign of respect. “I appeal to my public servants and clients to stand together to ensure we give our utmost respect to our governor leader, papa, grandfather, uncle and mighty kwila and sitting Governor who untimely passed on. “I urge all to pray for peace for his immediate family and loved ones and Morobe administration and Morobe Province that may the God of peace be with all now until we lay our leader to final rest.” Meluk said administration would scale down operations on Thursday as they plan details to receive the late Wenge. A funeral arrangement committee has been tasked to release formal announcements by Wednesday.",Politics,Sadness,Nill,The National
’50 years doesn’t happen twice’: Marape urges citizens to unite as country celebrates 50 years,https://www.thenational.com.pg/50-years-doesnt-happen-twice-marape-urges-citizens-to-unite-as-country-celebrates-50-years/,15/09/2025,"IN the eve of the country’s 50th Independence anniversary, Prime Minister James Marape is calling on all Papua New Guineans to stand united to see the country’s flag being hosted up for the 50th time. “I want to say to the children of Papua New Guinea, the generation that is alive today, 50 years of our nationhood, don’t happen twice,” he said. “The 50 years of a nationhood happens only once, and we are privileged to be the generation that is witnessing our nation pass through 50 years. “Never forget children of this country. There was once upon a time, certain parts of this country mostly were labeled ‘No to dogs and natives’.” He said it was against this backdrop that the late Grand Chief Sir Michael Somare’s generation all gravitate towards the idea that PNG can be a nation now. “We can be administrators of our own, we can run country on our own, and they moved mountains to achieve independence much faster than many would have envisioned or thought.” Marape told people to lay aside their differences in tribal, political differences, or any other issues they have in society and turn their attention towards the national flag, national anthem, and pledge tomorrow.",Politics,Trust,"James Marape, Michael Somare",The National
